path,common_name,scientific_name,start_time,end_time,confidence
D:/uwin_sounds/split_audio\OCCA\Jordan_Rodriguez_-_IRC02\20210420_065000_206.15.wav,Song Sparrow,Melospiza melodia,0,2,0.29108789563179016
D:/uwin_sounds/split_audio\OCCA\Jordan_Rodriguez_-_IRC02\20210420_065000_215.85.wav,Yellow Warbler,Setophaga petechia,0,3,0.6306904554367065
D:/uwin_sounds/split_audio\OCCA\Jordan_Rodriguez_-_IRC02\20210420_065000_25.650000000000002.wav,House Wren,Troglodytes aedon,0,2,0.5485110878944397
D:/uwin_sounds/split_audio\OCCA\Jordan_Rodriguez_-_IRC02\20210420_065000_28.25.wav,House Wren,Troglodytes aedon,6,8,0.4062672257423401
D:/uwin_sounds/split_audio\OCCA\Jordan_Rodriguez_-_IRC02\20210420_065000_284.75.wav,Lazuli Bunting,Passerina amoena,0,3,0.38633087277412415
D:/uwin_sounds/split_audio\OCCA\Jordan_Rodriguez_-_IRC02\20210420_065000_288.85.wav,Lazuli Bunting,Passerina amoena,0,3,0.30684250593185425
D:/uwin_sounds/split_audio\OCCA\Jordan_Rodriguez_-_IRC02\20210420_065000_38.75.wav,House Wren,Troglodytes aedon,3,6,0.40162307024002075
D:/uwin_sounds/split_audio\OCCA\Jordan_Rodriguez_-_IRC02\20210420_065000_44.85.wav,House Wren,Troglodytes aedon,0,3,0.47149601578712463
D:/uwin_sounds/split_audio\OCCA\Jordan_Rodriguez_-_IRC02\20210420_065000_48.55.wav,House Wren,Troglodytes aedon,0,3,0.601652979850769
D:/uwin_sounds/split_audio\OCCA\Jordan_Rodriguez_-_IRC02\20210420_065000_63.85.wav,House Wren,Troglodytes aedon,6,8,0.25132283568382263
D:/uwin_sounds/split_audio\OCCA\Jordan_Rodriguez_-_IRC02\20210420_065000_72.15.wav,Yellow Warbler,Setophaga petechia,0,2,0.2810062766075134
D:/uwin_sounds/split_audio\OCCA\Jordan_Rodriguez_-_IRC02\20210420_065000_74.95.wav,House Wren,Troglodytes aedon,0,3,0.5966832041740417
D:/uwin_sounds/split_audio\OCCA\Jordan_Rodriguez_-_IRC02\20210420_065000_83.55.wav,House Wren,Troglodytes aedon,6,8,0.7640816569328308
D:/uwin_sounds/split_audio\OCCA\Jordan_Rodriguez_-_IRC02\20210420_065000_93.55.wav,House Wren,Troglodytes aedon,3,6,0.8758037090301514
D:/uwin_sounds/split_audio\OCCA\Jordan_Rodriguez_-_IRC02\20210421_065000_107.15.wav,House Wren,Troglodytes aedon,0,3,0.27957576513290405
D:/uwin_sounds/split_audio\OCCA\Jordan_Rodriguez_-_IRC02\20210421_065000_11.650000000000002.wav,Song Sparrow,Melospiza melodia,0,3,0.37495455145835876
D:/uwin_sounds/split_audio\OCCA\Jordan_Rodriguez_-_IRC02\20210421_065000_111.25.wav,Lesser Goldfinch,Spinus psaltria,0,2,0.6723164916038513
D:/uwin_sounds/split_audio\OCCA\Jordan_Rodriguez_-_IRC02\20210421_065000_113.25.wav,Lesser Goldfinch,Spinus psaltria,3,6,0.6318648457527161
D:/uwin_sounds/split_audio\OCCA\Jordan_Rodriguez_-_IRC02\20210421_065000_123.85.wav,House Wren,Troglodytes aedon,0,3,0.864159345626831
D:/uwin_sounds/split_audio\OCCA\Jordan_Rodriguez_-_IRC02\20210421_065000_136.85.wav,House Wren,Troglodytes aedon,0,2,0.7932621836662292
D:/uwin_sounds/split_audio\OCCA\Jordan_Rodriguez_-_IRC02\20210421_065000_160.35.wav,House Wren,Troglodytes aedon,0,3,0.9580177068710327
D:/uwin_sounds/split_audio\OCCA\Jordan_Rodriguez_-_IRC02\20210421_065000_165.95.wav,Yellow Warbler,Setophaga petechia,0,3,0.4032684564590454
D:/uwin_sounds/split_audio\OCCA\Jordan_Rodriguez_-_IRC02\20210421_065000_169.65.wav,Wrentit,Chamaea fasciata,0,3,0.6317874789237976
D:/uwin_sounds/split_audio\OCCA\Jordan_Rodriguez_-_IRC02\20210421_065000_175.95.wav,House Wren,Troglodytes aedon,0,2,0.45362892746925354
D:/uwin_sounds/split_audio\OCCA\Jordan_Rodriguez_-_IRC02\20210421_065000_183.45.wav,Song Sparrow,Melospiza melodia,3,6,0.35892924666404724
D:/uwin_sounds/split_audio\OCCA\Jordan_Rodriguez_-_IRC02\20210421_065000_190.65.wav,House Wren,Troglodytes aedon,0,3,0.5230413675308228
