path,mean_dB
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210418_075500_171.55.wav,101.56489951445643
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210418_075500_174.25.wav,104.82039592200402
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210418_075500_180.95.wav,93.89226521134448
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210418_075500_184.05.wav,97.59811174002027
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210418_075500_188.35.wav,101.44965987321812
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210418_075500_19.450000000000003.wav,113.68117600935634
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210418_075500_196.05.wav,100.0768883064209
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210418_075500_199.95.wav,95.56935632876045
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210418_075500_203.85.wav,98.65109230439288
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210418_075500_209.15.wav,104.82291955137872
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210418_075500_215.35.wav,101.57229223170245
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210418_075500_221.15.wav,99.45696392022434
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210418_075500_226.65.wav,95.83921991538354
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210418_075500_229.25.wav,102.56723713401541
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210418_075500_236.65.wav,93.29521125643068
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210418_075500_240.25.wav,100.4786926307358
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210418_075500_246.55.wav,99.18457596482554
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210418_075500_251.45.wav,98.94474635859497
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210418_075500_255.95.wav,100.35839657068892
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210418_075500_26.250000000000004.wav,118.55826467705424
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210418_075500_260.75.wav,93.76416375691177
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210418_075500_263.75.wav,94.97514297181624
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210418_075500_268.25.wav,98.90990438075981
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210418_075500_276.15.wav,95.00337280544446
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210418_075500_279.95.wav,97.29040211449303
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210418_075500_284.45.wav,97.55795026091255
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210418_075500_289.25.wav,98.41015135479438
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210418_075500_295.35.wav,96.69308923516441
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210418_075500_31.750000000000004.wav,111.23498801359426
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210418_075500_33.75.wav,123.36916113602526
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210418_075500_38.55.wav,122.03337087229752
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210418_075500_4.450000000000001.wav,124.44348759346272
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210418_075500_46.35.wav,116.90228202718961
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210418_075500_51.75.wav,114.35219185911832
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210418_075500_56.050000000000004.wav,122.7086078998632
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210418_075500_61.95.wav,113.20463304263377
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210418_075500_63.25.wav,123.30285929390442
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210418_075500_68.25.wav,125.65375416568341
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210418_075500_73.25.wav,129.07898699383566
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210418_075500_78.25.wav,127.41887733618829
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210418_075500_83.25.wav,126.29572080475789
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210418_075500_88.25.wav,128.35639515275514
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210418_075500_93.25.wav,131.61203360724525
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_0.wav,99.39839758428546
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_10.150000000000002.wav,99.54989674573
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_103.55.wav,100.4643091620363
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_109.25.wav,100.96199618590974
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_114.15.wav,98.58259380933072
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_118.25.wav,101.64102860948984
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_125.65.wav,100.04484176056506
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_132.05.wav,97.39938117297547
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_136.45.wav,95.41112088741859
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_139.65.wav,97.01943353597211
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_14.650000000000002.wav,98.27080905303164
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_143.25.wav,98.53741895235511
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_148.95.wav,99.28620654614822
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_155.25.wav,101.60146574484122
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_161.35.wav,99.66679463054935
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_165.25.wav,100.73919456827451
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_171.15.wav,97.17643907229075
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_174.35.wav,97.66766867688344
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_178.85.wav,98.47333499414387
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_18.55.wav,100.64899210909566
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_184.75.wav,98.5175945199062
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_189.95.wav,100.53937269321945
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_196.95000000000002.wav,94.57306093787766
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_198.85.wav,100.44530097793114
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_206.85.wav,94.48267641682942
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_208.75.wav,98.9512163323228
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_213.65.wav,99.72324742181041
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_219.85.wav,98.19029847118821
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_224.95.wav,100.46971528423522
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_231.55.wav,98.4878171380424
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_235.85.wav,98.85360596514657
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_24.950000000000003.wav,98.8689756517032
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_241.25.wav,95.94140415947003
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_243.75.wav,103.1952708300305
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_252.15.wav,92.69224530731037
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_253.35.wav,99.28395654950323
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_258.65.wav,100.32333785038828
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_264.85.wav,99.31517112690385
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_269.35.wav,97.51916093844956
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_273.65.wav,100.30908162573375
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_280.55.wav,99.2841187128391
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_285.95.wav,103.19800256815148
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_291.45.wav,98.79522483478878
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_295.35.wav,96.73792799221357
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_298.45.wav,99.16343085166075
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_30.25.wav,98.48156017603054
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_34.550000000000004.wav,101.44919016015486
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_41.150000000000006.wav,99.13969185766439
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_46.550000000000004.wav,97.41693832615026
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_51.550000000000004.wav,94.34119798708286
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_53.65.wav,97.6774375557424
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_58.25.wav,100.3856829995746
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_6.950000000000003.wav,97.78021630336913
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_66.75.wav,96.27137381494282
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_71.05.wav,97.56656343085598
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_75.25.wav,97.49510933345252
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_78.75.wav,98.732651065817
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_83.75.wav,100.04911940603282
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_89.65.wav,100.70684183898472
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_97.05.wav,91.46561192642527
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210419_075500_98.25.wav,99.2697120150247
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_0.wav,100.17980963907362
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_103.55.wav,101.55588127477357
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_111.25.wav,97.1024177255707
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_116.85000000000001.wav,97.06643031596482
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_12.050000000000004.wav,92.00089505415887
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_122.05.wav,94.48523706572398
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_126.95.wav,88.04135241605972
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_128.25.wav,96.69978634718426
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_135.05.wav,98.82104987938789
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_14.15.wav,96.75218530516938
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_141.85.wav,94.02064511819113
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_145.15.wav,95.59209234626591
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_150.25.wav,93.9323163663912
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_153.65.wav,98.01855142893184
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_161.15.wav,91.68470851041609
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_163.65.wav,94.65544313389674
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_168.25.wav,97.96329615796542
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_174.25.wav,96.76189084923281
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_178.45.wav,99.33983876100721
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_185.55.wav,98.25746675749744
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_192.15.wav,96.95161622798332
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_197.05.wav,90.64192316229929
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_198.25.wav,98.18776445597213
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_205.05.wav,98.23630146338093
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_21.450000000000003.wav,91.34955667578066
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_212.05.wav,94.56233911475265
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_216.85.wav,90.95610992993726
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_219.65.wav,93.36222818604185
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_224.65.wav,97.31567368915393
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_23.25.wav,99.7598337614326
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_231.05.wav,96.78349512220744
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_236.05.wav,95.80629732271397
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_240.45.wav,96.74417908732597
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_246.45.wav,94.86101774967024
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_250.25.wav,97.48265477594158
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_256.05.wav,94.47207433038176
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_259.55.wav,94.42083726726955
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_264.15.wav,93.03105322485278
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_268.45.wav,96.03504373097913
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_273.55.wav,95.27211866436046
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_278.55.wav,97.99360778924475
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_283.25.wav,99.13938326659583
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_29.450000000000003.wav,101.205871510489
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_292.05.wav,96.96355793535572
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_297.15.wav,96.0309860798666
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_36.150000000000006.wav,96.70767852408329
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_39.550000000000004.wav,97.70423357832438
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_45.15.wav,97.26733792084669
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_5.950000000000003.wav,98.0869799453753
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_51.95.wav,90.27835653267677
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_53.25.wav,96.8655325225044
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_59.25.wav,98.86335639289284
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_67.15.wav,91.26898112857722
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_68.65.wav,96.50031043107124
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_74.75.wav,95.23853731300933
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_78.85.wav,96.1514080188767
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_83.75.wav,98.4001120772974
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_89.35.wav,99.2447553739835
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_93.25.wav,103.53263558735418
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210420_075500_99.95.wav,96.77263383587615
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210421_075500_0.wav,99.38086799217699
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210421_075500_100.05.wav,100.36755071288003
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210421_075500_105.05.wav,98.49914126526112
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210421_075500_108.45.wav,103.33419733489815
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210421_075500_11.550000000000002.wav,97.40864002047368
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210421_075500_115.85000000000001.wav,98.76569908645189
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210421_075500_119.15.wav,99.32381432389217
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210421_075500_125.35000000000001.wav,101.02135529344027
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210421_075500_131.45.wav,99.25444194853878
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210421_075500_136.85.wav,99.57539878899982
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210421_075500_142.15.wav,94.59396522451902
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210421_075500_143.65.wav,100.52520164536494
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210421_075500_148.75.wav,100.37974105303023
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210421_075500_154.35.wav,101.99956086733395
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210421_075500_16.35.wav,94.67721638987815
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210421_075500_161.85.wav,96.4064929604366
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210421_075500_165.05.wav,100.53435620264891
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210421_075500_171.85.wav,97.28893981848951
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210421_075500_174.45.wav,101.2120640587248
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210421_075500_18.75.wav,99.28711064982055
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210421_075500_181.65.wav,97.17454321148662
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210421_075500_183.95.wav,101.16409280113707
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210421_075500_191.05.wav,99.45629169600289
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210421_075500_196.05.wav,100.64783433748805
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210421_075500_201.85.wav,97.69190698412788
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210421_075500_204.55.wav,100.50062987205088
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210421_075500_209.15.wav,100.3964199365274
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210421_075500_217.05.wav,93.88092554337213
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210421_075500_219.65.wav,96.87995998427495
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210421_075500_224.05.wav,101.46385172733874
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210421_075500_231.15.wav,99.05847909161274
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210421_075500_234.55.wav,103.02383980069479
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210421_075500_242.05.wav,96.65698846116095
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210421_075500_245.65.wav,98.13628948857465
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210421_075500_249.05.wav,101.82965421915787
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210421_075500_256.35.wav,95.37613547591219
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210421_075500_258.35.wav,100.00372136045861
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210421_075500_26.85.wav,96.87707343780095
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210421_075500_264.15.wav,100.77224927441252
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210421_075500_271.35.wav,98.34146905585692
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210421_075500_277.15.wav,94.7523652649623
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210421_075500_280.65.wav,95.08171518795903
D:/uwin_sounds/split_audio\PHAZ\Jesse_-_01_PHAZ_V01\20210421_075500_283.95.wav,98.98306599653488
