path,mean_dB
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210418_054100_41.35.wav,94.88357163
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210418_054100_43.25.wav,99.27652265
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210418_054100_51.650000000000006.wav,97.69071249
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210418_054100_56.85.wav,95.75786718
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210418_054100_60.95.wav,96.97285036
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210418_054100_65.65.wav,97.16064438
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210418_054100_72.15.wav,95.28044864
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210418_054100_75.75.wav,92.88028936
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210418_054100_78.35.wav,98.3173647
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210418_054100_86.35000000000001.wav,94.0038804
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210418_054100_89.35.wav,97.17682926
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210418_054100_94.65.wav,98.58365682
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210418_054100_99.95.wav,98.71240973
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_0.wav,117.9116913
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_105.15.wav,110.5393643
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_111.85000000000001.wav,103.2362878
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_115.85000000000001.wav,101.0478074
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_119.85.wav,107.2457238
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_123.25.wav,126.6325684
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_13.55.wav,116.280395
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_130.75.wav,123.8348773
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_134.95.wav,120.5227029
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_141.85.wav,108.706659
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_144.25.wav,107.7199252
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_149.45.wav,105.9685427
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_153.25.wav,116.7057182
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_159.25.wav,118.5761705
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_165.45.wav,120.221572
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_170.65.wav,121.6910845
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_177.05.wav,109.2914007
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_181.05.wav,105.2499668
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_184.55.wav,114.5726095
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_19.05.wav,119.8175774
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_192.15.wav,101.8260868
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_193.45.wav,107.4719074
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_201.95000000000002.wav,98.72882319
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_204.05.wav,104.622475
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_210.55.wav,104.3966012
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_215.95.wav,104.1564035
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_220.15.wav,103.4001623
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_226.95000000000002.wav,102.4864001
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_230.75.wav,110.1674053
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_233.65.wav,120.8479642
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_241.85.wav,104.5615022
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_245.35.wav,100.8482537
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_249.55.wav,104.2521263
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_256.65.wav,99.5528281
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_259.45.wav,102.2863135
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_26.650000000000002.wav,109.8891388
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_263.95.wav,122.0978767
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_271.85.wav,111.4994504
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_277.15.wav,103.0575429
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_280.35.wav,102.7988968
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_283.35.wav,105.4043051
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_29.85.wav,104.3720601
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_292.05.wav,102.3748413
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_294.85.wav,118.5593972
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_34.25.wav,109.5407586
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_39.05.wav,116.4229451
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_46.650000000000006.wav,108.9263533
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_50.35.wav,107.0984514
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_57.050000000000004.wav,102.1557243
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_59.35.wav,117.9751813
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_6.0500000000000025.wav,107.7184152
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_65.85000000000001.wav,120.8374695
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_71.45.wav,109.8649136
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_74.85.wav,103.6033642
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_78.25.wav,107.5823697
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_83.65.wav,119.3979358
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_9.55.wav,107.3657609
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_91.15.wav,111.8829877
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_96.55.wav,104.6246343
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210419_054100_99.65.wav,117.2194104
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_0.wav,118.1213698
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_101.05.wav,122.5378677
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_106.05.wav,110.3269385
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_108.65.wav,123.2483276
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_116.65.wav,115.2681961
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_118.45.wav,124.4002281
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_12.050000000000004.wav,108.3367109
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_127.15.wav,107.3788477
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_128.25.wav,125.1306766
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_13.25.wav,119.7951472
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_136.75.wav,102.6930694
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_139.05.wav,122.0592854
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_145.25.wav,106.3663853
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_148.25.wav,128.6734478
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_156.45.wav,110.7241058
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_160.65.wav,110.4410785
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_165.25.wav,98.21154851
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_168.25.wav,121.2033421
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_175.45.wav,117.9510538
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_179.45.wav,123.4139673
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_185.85.wav,96.98588648
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_188.75.wav,117.4690759
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_193.45.wav,123.0037031
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_201.05.wav,117.9379494
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_206.55.wav,114.1661705
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_208.25.wav,123.5660766
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_217.15.wav,100.8676392
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_218.95.wav,114.4042481
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_22.150000000000002.wav,111.1886086
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_223.25.wav,122.9884584
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_229.95.wav,118.0804937
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_234.25.wav,119.9039199
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_240.45.wav,105.5280249
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_243.25.wav,123.182693
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_252.15.wav,112.9600386
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_254.45.wav,116.1289411
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_258.25.wav,126.5601997
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_26.050000000000004.wav,101.9996805
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_267.15.wav,115.2556761
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_269.85.wav,112.6723725
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_273.25.wav,123.6042912
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_281.95.wav,108.1595911
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_286.85.wav,101.0148085
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_288.25.wav,115.6379179
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_295.25.wav,103.084039
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_299.15.wav,115.6284059
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_3.25.wav,125.334281
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_30.450000000000003.wav,103.1200674
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_34.15.wav,103.8385831
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_38.85.wav,119.6453299
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_47.150000000000006.wav,110.7590179
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_52.150000000000006.wav,105.3165791
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_54.25.wav,121.4834593
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_62.150000000000006.wav,100.9067938
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_63.25.wav,120.7904059
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_71.75.wav,114.4422108
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_77.05.wav,97.96182774
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_78.75.wav,119.5909826
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_86.05.wav,113.5806761
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_89.85.wav,119.9397323
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210420_054100_96.25.wav,121.4661066
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_0.wav,109.0417902
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_103.35.wav,120.66016
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_111.05.wav,114.2634767
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_116.85000000000001.wav,104.3774869
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_119.85.wav,118.6819006
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_12.150000000000004.wav,108.9822808
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_127.15.wav,105.9512207
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_128.65.wav,116.4700965
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_13.25.wav,125.3920186
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_136.55.wav,107.3012995
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_139.05.wav,119.2348931
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_146.25.wav,109.6654756
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_150.55.wav,114.2542522
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_154.45.wav,102.2004621
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_158.25.wav,122.0773433
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_166.55.wav,111.0543083
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_170.15.wav,116.225249
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_176.45.wav,96.65850785
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_178.35.wav,105.116764
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_183.75.wav,118.0863756
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_188.75.wav,124.9649194
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_196.15.wav,121.5399987
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_20.150000000000002.wav,124.5079279
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_200.05.wav,119.764858
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_204.35.wav,123.1003386
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_210.55.wav,101.476472
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_214.95.wav,114.4300432
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_221.35.wav,125.3104196
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_226.65.wav,104.0589526
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_228.25.wav,116.4846065
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_233.35.wav,131.2596295
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_240.45.wav,121.7237478
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_243.45.wav,131.2379623
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_249.85.wav,118.1800573
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_255.95.wav,130.0024368
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_261.75.wav,94.45043579
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_263.25.wav,131.9086371
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_27.150000000000002.wav,120.3068146
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_272.05.wav,106.4367808
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_273.25.wav,124.5488683
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_278.75.wav,133.7361662
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_286.65.wav,117.8815993
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_290.45.wav,115.8873289
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_293.85.wav,131.4516106
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_3.25.wav,125.4175494
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_31.550000000000004.wav,111.4925484
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_35.75.wav,105.2872938
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_39.15.wav,109.4988333
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_43.25.wav,121.4619038
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_52.150000000000006.wav,102.3507307
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_53.45.wav,106.7885725
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_58.55.wav,118.5156811
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_66.45.wav,107.5738354
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_70.55.wav,103.4995362
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_73.55.wav,113.0042306
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_78.25.wav,121.7881223
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_86.25.wav,106.1318096
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_89.05.wav,116.9591724
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_96.45.wav,101.9460019
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210421_054100_98.25.wav,105.4922126
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210422_054100_0.wav,118.7836296
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210422_054100_100.55.wav,113.9518162
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210422_054100_103.25.wav,123.6747195
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210422_054100_11.250000000000004.wav,98.85423999
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210422_054100_112.15.wav,104.6987066
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210422_054100_115.25.wav,101.4492709
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210422_054100_118.85.wav,102.4674432
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210422_054100_125.15.wav,102.3907743
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210422_054100_128.75.wav,109.2691029
D:/uwin_sounds/split_audio\CHIL\Marlen_Terrazas_-_R05-FMG1_041521-043021\20210422_054100_133.85.wav,123.9578555
