path,common_name,scientific_name,start_time,end_time,confidence
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_16.150000000000002\20210424_062400_16.150000000000002.wav,Tufted Titmouse,Baeolophus bicolor,0,3,0.8925014734268188
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_164.05\20210424_062400_164.05.wav,Black-capped Chickadee,Poecile atricapillus,0,3,0.6689241528511047
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_164.05\20210424_062400_164.05.wav,Black-capped Chickadee,Poecile atricapillus,0,3,0.6689241528511047
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_164.05\20210424_062400_164.05.wav,American Robin,Turdus migratorius,3,6,0.597149133682251
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_164.05\20210424_062400_164.05.wav,Black-capped Chickadee,Poecile atricapillus,0,3,0.6689241528511047
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_164.05\20210424_062400_164.05.wav,American Robin,Turdus migratorius,3,6,0.597149133682251
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_164.05\20210424_062400_164.05.wav,Black-capped Chickadee,Poecile atricapillus,6,7,0.46870046854019165
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_174.15\20210424_062400_174.15.wav,Northern Cardinal,Cardinalis cardinalis,0,3,0.6210154891014099
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_174.15\20210424_062400_174.15.wav,Northern Cardinal,Cardinalis cardinalis,0,3,0.6210154891014099
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_174.15\20210424_062400_174.15.wav,American Robin,Turdus migratorius,3,6,0.7617382407188416
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_181.55\20210424_062400_181.55.wav,Black-throated Green Warbler,Setophaga virens,0,3,0.6901015639305115
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_181.55\20210424_062400_181.55.wav,Black-throated Green Warbler,Setophaga virens,0,3,0.6901015639305115
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_181.55\20210424_062400_181.55.wav,Northern Cardinal,Cardinalis cardinalis,3,4,0.8784489631652832
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_186.45\20210424_062400_186.45.wav,Black-throated Green Warbler,Setophaga virens,0,2,0.6429943442344666
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_189.25\20210424_062400_189.25.wav,American Robin,Turdus migratorius,0,3,0.9084094166755676
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_189.25\20210424_062400_189.25.wav,American Robin,Turdus migratorius,0,3,0.9084094166755676
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_189.25\20210424_062400_189.25.wav,American Robin,Turdus migratorius,3,6,0.3165699243545532
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_189.25\20210424_062400_189.25.wav,American Robin,Turdus migratorius,0,3,0.9084094166755676
